year,km_driven,fuel,seller_type,transmission,owner,selling_price
2016,68523,Petrol,Dealer,Manual,First Owner,560000
2019,5000,Petrol,Individual,Manual,First Owner,400000
2018,40000,Petrol,Individual,Manual,First Owner,459999
2017,43000,Diesel,Individual,Manual,First Owner,450000
2010,80251,CNG,Dealer,Manual,Second Owner,88000
2010,34500,Petrol,Individual,Manual,Second Owner,250000
2000,42743,Petrol,Dealer,Manual,Third Owner,22000
2013,93900,Diesel,Individual,Manual,Second Owner,130000
2004,80000,Petrol,Individual,Manual,First Owner,79000
2012,110000,Diesel,Individual,Manual,First Owner,120000
2011,100000,Diesel,Individual,Automatic,Second Owner,1700000
2012,25000,Diesel,Individual,Manual,First Owner,300000
2012,25000,Diesel,Individual,Manual,First Owner,300000
2009,25000,Petrol,Individual,Manual,First Owner,145000
2019,20000,Diesel,Individual,Automatic,First Owner,3200000
2013,10000,Petrol,Individual,Manual,First Owner,240000
2018,30000,Diesel,Individual,Manual,First Owner,700000
2010,110000,Petrol,Individual,Manual,Second Owner,145000
2014,80000,Diesel,Individual,Manual,Second Owner,535000
2016,21000,Petrol,Individual,Manual,First Owner,420000
2016,20000,Petrol,Individual,Manual,First Owner,350000
2015,32000,Diesel,Individual,Manual,First Owner,550000
2007,180000,Diesel,Individual,Manual,First Owner,750000
2012,70000,Diesel,Individual,Manual,Second Owner,198000
2013,50000,Diesel,Individual,Manual,First Owner,420000
2013,50000,Diesel,Individual,Manual,First Owner,420000
2004,120000,Diesel,Individual,Manual,First Owner,195000
2012,55766,Petrol,Individual,Manual,Second Owner,150000
2011,40000,Petrol,Individual,Manual,Second Owner,275000
2001,60000,Petrol,Individual,Manual,Third Owner,65000
2008,50000,Petrol,Individual,Manual,First Owner,200000
2010,110000,Diesel,Individual,Manual,Second Owner,250000
2013,1000,Diesel,Dealer,Manual,Second Owner,450000
2018,26350,Diesel,Dealer,Manual,First Owner,590000
2012,110000,Petrol,Individual,Manual,Second Owner,225000
2015,68745,Diesel,Dealer,Manual,First Owner,225000
2006,132000,Petrol,Individual,Manual,First Owner,165000
2019,35000,Diesel,Individual,Manual,First Owner,860000
2016,47000,Diesel,Individual,Manual,First Owner,900000
2013,100000,Diesel,Individual,Manual,First Owner,182000
2010,80000,Diesel,Individual,Manual,First Owner,100000
2006,40000,Petrol,Individual,Manual,Second Owner,100000
2017,27289,Petrol,Dealer,Automatic,First Owner,375000
2018,10980,Petrol,Dealer,Automatic,First Owner,525000
2016,24662,Petrol,Dealer,Manual,First Owner,320000
2013,37000,Diesel,Dealer,Manual,First Owner,525000
2014,28245,Diesel,Dealer,Manual,First Owner,650000
2017,27005,Diesel,Dealer,Manual,First Owner,575000
2014,39227,Petrol,Dealer,Manual,First Owner,355000
2016,31367,Diesel,Dealer,Manual,First Owner,470000
2008,35008,Petrol,Dealer,Manual,First Owner,221000
2009,27005,Petrol,Dealer,Manual,First Owner,195000
2001,86000,Petrol,Individual,Manual,Second Owner,85000
2013,50000,Diesel,Individual,Manual,First Owner,400000
2017,20000,Diesel,Individual,Manual,First Owner,650000
2010,50000,Petrol,Individual,Manual,First Owner,400000
2012,80000,Diesel,Individual,Manual,Second Owner,295000
2006,135000,LPG,Individual,Manual,Fourth & Above Owner,60000
2003,120000,Diesel,Individual,Manual,Third Owner,110000
2015,113600,Diesel,Individual,Manual,First Owner,550000
2008,70000,Petrol,Individual,Manual,Third Owner,190000
2018,20000,Diesel,Dealer,Manual,First Owner,861999
2018,14000,Petrol,Dealer,Manual,First Owner,782000
2018,26000,Diesel,Dealer,Manual,First Owner,836000
2016,138925,Petrol,Dealer,Manual,First Owner,696000
2016,121764,Diesel,Dealer,Manual,First Owner,596000
2016,105429,Petrol,Dealer,Manual,First Owner,612000
2015,35000,Petrol,Individual,Manual,First Owner,114999
2017,60000,Diesel,Individual,Manual,First Owner,340000
2020,5000,Petrol,Individual,Manual,First Owner,550000
2008,70000,Petrol,Individual,Manual,Third Owner,114999
2000,80000,Petrol,Individual,Manual,First Owner,105000
2019,20000,Diesel,Individual,Manual,First Owner,890000
2019,8000,Petrol,Individual,Manual,First Owner,715000
2014,54000,Petrol,Dealer,Manual,Second Owner,525000
2012,55300,Diesel,Dealer,Automatic,First Owner,735000
2016,11958,Petrol,Dealer,Manual,First Owner,495000
2017,9000,Petrol,Dealer,Manual,First Owner,1025000
2015,70000,Diesel,Individual,Manual,First Owner,750000
2013,120000,Diesel,Individual,Manual,First Owner,600000
2014,23122,Petrol,Dealer,Manual,Second Owner,475000
2007,58000,Petrol,Dealer,Manual,Second Owner,80000
2013,62200,Diesel,Dealer,Manual,First Owner,325000
2014,34000,Diesel,Dealer,Automatic,Second Owner,1470000
2015,53000,Diesel,Individual,Manual,Second Owner,350000
2013,49000,Diesel,Dealer,Automatic,First Owner,2800000
2017,15000,Petrol,Dealer,Manual,Second Owner,210000
2012,44500,Diesel,Dealer,Manual,Second Owner,349000
2013,50000,Petrol,Individual,Manual,First Owner,450000
2013,53000,Diesel,Dealer,Automatic,First Owner,1150000
2009,63500,Petrol,Dealer,Automatic,First Owner,210000
2018,9800,Petrol,Dealer,Automatic,First Owner,4500000
2017,13599,Petrol,Dealer,Automatic,First Owner,825000
2017,13000,Diesel,Individual,Automatic,First Owner,2750000
2012,110000,Diesel,Individual,Manual,First Owner,160000
2014,100000,Diesel,Individual,Manual,Second Owner,550000
2006,110000,Petrol,Individual,Manual,Third Owner,95000
2014,90000,Diesel,Individual,Manual,Second Owner,725000
2019,17000,Petrol,Individual,Manual,First Owner,670000
2008,140000,Petrol,Individual,Manual,First Owner,65000
2015,50000,Diesel,Individual,Manual,Second Owner,500000
2017,53000,Petrol,Individual,Manual,First Owner,600000
2017,70000,Petrol,Individual,Manual,Second Owner,350000
2012,70000,Diesel,Individual,Manual,Second Owner,200000
2008,154000,Diesel,Individual,Manual,Third Owner,110000
2012,80000,Petrol,Individual,Manual,First Owner,150000
2003,110000,Diesel,Individual,Manual,Second Owner,75000
2013,90000,Diesel,Individual,Manual,Second Owner,350000
2018,15000,Diesel,Individual,Manual,First Owner,1700000
2011,86000,Diesel,Individual,Automatic,Second Owner,890000
2014,120000,Diesel,Individual,Manual,First Owner,500000
2019,5200,Petrol,Individual,Manual,First Owner,600000
2010,60000,Petrol,Individual,Manual,Second Owner,99000
2011,46000,Petrol,Individual,Manual,First Owner,235000
2006,40000,Petrol,Individual,Manual,Second Owner,75000
2014,90000,Diesel,Individual,Manual,Second Owner,600000
2019,25000,Diesel,Individual,Manual,Second Owner,1000000
2012,90000,Diesel,Individual,Manual,First Owner,390000
2015,70000,Diesel,Individual,Manual,First Owner,600000
2017,70000,Petrol,Individual,Manual,Second Owner,600000
2019,35000,Diesel,Individual,Manual,Second Owner,730000
2017,12700,Petrol,Individual,Automatic,First Owner,450000
2011,80000,Diesel,Individual,Manual,First Owner,250000
2018,20000,Diesel,Individual,Manual,First Owner,1400000
2018,20000,Petrol,Individual,Manual,First Owner,300000
2017,19000,Petrol,Individual,Manual,First Owner,800000
2009,95000,Diesel,Individual,Manual,Second Owner,125000
2019,9500,Diesel,Individual,Automatic,First Owner,2600000
2012,50000,Petrol,Individual,Manual,First Owner,300000
2012,90000,Diesel,Individual,Manual,First Owner,295000
2013,45839,Petrol,Dealer,Manual,First Owner,650000
2010,74510,Petrol,Dealer,Manual,First Owner,200000
2009,87293,Petrol,Dealer,Manual,First Owner,130000
2012,156040,Diesel,Dealer,Manual,First Owner,250000
2004,93415,Diesel,Dealer,Manual,First Owner,400000
2017,101159,Petrol,Dealer,Manual,First Owner,430000
2015,80000,Petrol,Individual,Manual,Second Owner,170000
2019,12000,Petrol,Individual,Manual,First Owner,450000
2013,90000,Petrol,Individual,Manual,First Owner,350000
2011,68519,Petrol,Dealer,Manual,First Owner,130000
2012,55130,Diesel,Dealer,Manual,First Owner,180000
2014,65239,Petrol,Dealer,Manual,First Owner,475000
2015,58182,Petrol,Dealer,Manual,First Owner,470000
2012,91245,Diesel,Dealer,Manual,First Owner,200000
2013,102989,Diesel,Dealer,Manual,First Owner,650000
2010,50000,Petrol,Individual,Manual,First Owner,400000
2000,120000,Petrol,Individual,Manual,First Owner,100000
2014,90000,Diesel,Individual,Manual,First Owner,409999
2018,25000,Diesel,Individual,Manual,First Owner,640000
2007,80000,Petrol,Individual,Manual,Second Owner,160000
2013,100000,Diesel,Individual,Manual,First Owner,182000
2018,70000,Diesel,Individual,Manual,First Owner,750000
2002,50000,Diesel,Individual,Manual,Third Owner,150000
2008,100000,Petrol,Individual,Manual,Second Owner,80000
2016,90000,Diesel,Individual,Manual,Third Owner,240000
2005,60000,Petrol,Individual,Manual,Third Owner,60000
2007,120000,Petrol,Individual,Manual,Third Owner,70000
2008,90000,Diesel,Individual,Automatic,Second Owner,285000
2015,60000,Diesel,Individual,Manual,Second Owner,350000
2015,30000,Diesel,Individual,Manual,Second Owner,699000
2011,108000,Diesel,Individual,Manual,Second Owner,275000
2012,160000,Diesel,Individual,Manual,Second Owner,350000
2006,90000,Petrol,Individual,Manual,Third Owner,135000
2010,120000,Diesel,Individual,Manual,Third Owner,325000
2012,102000,Diesel,Individual,Manual,Second Owner,650000
2009,178000,Diesel,Individual,Manual,Second Owner,300000
2014,200000,Diesel,Individual,Manual,Second Owner,1200000
2012,60000,Petrol,Dealer,Manual,First Owner,450000
2019,3000,Petrol,Individual,Manual,First Owner,425000
2006,75118,Petrol,Individual,Manual,Second Owner,150000
2013,140000,Diesel,Individual,Manual,Second Owner,290000
2014,60000,Petrol,Individual,Manual,Second Owner,335000
2006,79000,Petrol,Dealer,Manual,Fourth & Above Owner,120000
2005,25000,Petrol,Individual,Manual,Second Owner,20000
2005,70000,Petrol,Individual,Manual,First Owner,250000
2008,41723,Petrol,Individual,Manual,Second Owner,120000
2010,70000,Petrol,Individual,Manual,First Owner,250000
2012,70000,Diesel,Individual,Manual,Second Owner,220000
2005,4637,Petrol,Individual,Manual,Second Owner,61000
2016,70000,Diesel,Individual,Manual,First Owner,620000
2014,100000,Diesel,Individual,Manual,Second Owner,425000
2009,120000,Diesel,Individual,Manual,Second Owner,85000
2015,40000,Diesel,Individual,Manual,Second Owner,270000
2009,220000,Diesel,Individual,Manual,First Owner,180000
2018,20000,Petrol,Individual,Manual,First Owner,300000
2017,19000,Petrol,Individual,Manual,First Owner,800000
2009,95000,Diesel,Individual,Manual,Second Owner,125000
2017,30000,Petrol,Individual,Manual,First Owner,450000
2012,42655,Diesel,Individual,Manual,First Owner,450000
2017,43000,Petrol,Individual,Manual,Second Owner,250000
2012,70000,Diesel,Individual,Manual,First Owner,725000
2010,55000,Petrol,Individual,Manual,First Owner,250000
2010,80000,Diesel,Individual,Manual,Second Owner,99000
2017,55000,Petrol,Individual,Manual,First Owner,350000
2018,70000,Petrol,Individual,Manual,First Owner,511000
2012,80000,Diesel,Individual,Manual,First Owner,300000
2010,110000,Petrol,Individual,Automatic,First Owner,1100000
2010,60000,Petrol,Individual,Manual,Third Owner,125000
2018,30000,Petrol,Individual,Manual,First Owner,500000
2013,80000,Diesel,Individual,Manual,Second Owner,385000
2012,90000,Petrol,Individual,Manual,First Owner,350000
2003,50000,Petrol,Individual,Manual,First Owner,60000
2012,50000,Petrol,Individual,Manual,First Owner,300000
2012,70000,Diesel,Individual,Manual,First Owner,400000
2014,110000,Diesel,Individual,Manual,First Owner,550000
2012,80000,Petrol,Individual,Manual,Second Owner,300000
2012,156000,Diesel,Individual,Manual,First Owner,250000
2012,180000,Diesel,Individual,Manual,First Owner,800000
2018,25000,Petrol,Individual,Manual,First Owner,300000
2004,120000,Petrol,Individual,Manual,First Owner,80000
2020,11000,Diesel,Individual,Manual,First Owner,1200000
2017,40000,Petrol,Individual,Automatic,First Owner,355000
2015,50000,Diesel,Individual,Manual,First Owner,520000
2012,26000,Diesel,Individual,Manual,First Owner,500000
2008,30000,Petrol,Individual,Manual,First Owner,114999
2014,50000,Diesel,Individual,Manual,First Owner,1800000
2018,20000,Diesel,Individual,Manual,First Owner,800000
2008,30000,Petrol,Individual,Manual,Second Owner,105000
2011,78000,Petrol,Individual,Manual,First Owner,135000
2011,40000,Petrol,Individual,Manual,Second Owner,170000
2014,100000,Petrol,Individual,Manual,First Owner,550000
2009,70000,Petrol,Individual,Manual,Third Owner,250000
2014,30000,Diesel,Individual,Manual,Second Owner,650000
2008,77000,Petrol,Individual,Automatic,Third Owner,210000
2011,150000,Diesel,Individual,Manual,First Owner,260000
2016,69000,Diesel,Individual,Manual,First Owner,750000
2016,120000,Diesel,Individual,Automatic,First Owner,1350000
2012,120000,Diesel,Individual,Manual,Second Owner,220000
2008,110000,Petrol,Individual,Manual,Second Owner,110000
2017,70000,Diesel,Individual,Automatic,First Owner,1230000
2013,110000,Diesel,Individual,Manual,First Owner,220000
2009,50000,Diesel,Individual,Manual,First Owner,130000
2012,44000,Petrol,Individual,Manual,First Owner,330000
2010,90000,Petrol,Individual,Manual,Second Owner,254999
2014,50000,Petrol,Individual,Manual,Second Owner,600000
2012,50000,Petrol,Individual,Manual,First Owner,210000
2014,146000,Diesel,Individual,Manual,First Owner,300000
2018,15000,Petrol,Individual,Automatic,First Owner,426000
2015,60000,Petrol,Individual,Manual,First Owner,265000
2016,35000,Petrol,Individual,Manual,Second Owner,450000
2012,80000,Diesel,Individual,Manual,First Owner,480000
2010,90000,Petrol,Individual,Manual,First Owner,40000
2011,70000,Petrol,Individual,Manual,Second Owner,395000
2013,62000,Petrol,Individual,Manual,Second Owner,229999
2018,10000,Petrol,Individual,Automatic,First Owner,875000
2010,80000,CNG,Individual,Manual,Fourth & Above Owner,170000
2015,35000,Petrol,Individual,Manual,Second Owner,500000
2013,1000,Diesel,Dealer,Manual,Second Owner,450000
2018,10000,Diesel,Dealer,Automatic,First Owner,3800000
2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2019,30000,Diesel,Dealer,Automatic,First Owner,4950000
2016,52600,Diesel,Individual,Manual,First Owner,535000
2012,110000,Petrol,Individual,Manual,Second Owner,225000
2017,19890,Petrol,Dealer,Automatic,First Owner,550000
2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000
2017,10510,Petrol,Dealer,Automatic,First Owner,520000
2016,41000,Petrol,Dealer,Manual,First Owner,239000
2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
2012,49824,Petrol,Dealer,Manual,First Owner,229999
2013,58500,Diesel,Dealer,Automatic,First Owner,1300000
2005,56580,Petrol,Dealer,Manual,First Owner,80000
2012,52000,Diesel,Dealer,Manual,First Owner,385000
2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
2019,40000,Petrol,Individual,Manual,First Owner,450000
2019,40000,Petrol,Individual,Manual,First Owner,450000
2012,120000,Diesel,Individual,Manual,Third Owner,550000
2013,60000,Petrol,Individual,Manual,First Owner,200000
2008,90000,Petrol,Individual,Manual,Second Owner,80000
2010,250000,Diesel,Individual,Manual,Second Owner,300000
2019,15000,Diesel,Individual,Manual,First Owner,675000
2017,30000,Petrol,Individual,Manual,First Owner,260000
2019,15000,Petrol,Individual,Manual,First Owner,500000
2012,55766,Petrol,Individual,Manual,Second Owner,150000
2006,80000,Petrol,Individual,Manual,First Owner,100000
2001,117000,Petrol,Individual,Manual,Second Owner,70000
2004,70000,Petrol,Individual,Manual,First Owner,100000
2012,110000,Diesel,Individual,Manual,Second Owner,730000
2016,100000,Diesel,Individual,Manual,Second Owner,525000
2016,105000,Diesel,Individual,Manual,Second Owner,525000
2009,182000,Diesel,Individual,Manual,Third Owner,550000
2012,95000,Diesel,Individual,Manual,Second Owner,420000
2015,70000,Petrol,Individual,Manual,First Owner,500000
2009,76000,Petrol,Individual,Manual,Second Owner,165000
2014,70000,Diesel,Individual,Manual,Second Owner,650000
2013,46000,Diesel,Individual,Manual,First Owner,195000
1999,70000,Petrol,Individual,Manual,First Owner,75000
2005,120000,Diesel,Individual,Manual,Second Owner,100000
2017,25000,Diesel,Individual,Manual,First Owner,1770000
2006,90000,Petrol,Individual,Manual,First Owner,90000
2016,50000,Diesel,Individual,Manual,First Owner,515000
2017,24585,Diesel,Dealer,Manual,Test Drive Car,700000
2001,70000,Petrol,Individual,Manual,First Owner,62000
2011,110000,Diesel,Individual,Manual,Third Owner,220000
2019,10000,CNG,Individual,Manual,First Owner,520000
2010,100000,Petrol,Individual,Manual,First Owner,170000
2011,110000,Diesel,Individual,Manual,Second Owner,190000
2011,100000,Diesel,Individual,Manual,Second Owner,150000
2009,65000,Petrol,Individual,Manual,First Owner,125000
2015,40000,Diesel,Individual,Manual,Third Owner,290000
2019,13900,Petrol,Individual,Manual,First Owner,490000
2017,17563,Petrol,Individual,Manual,First Owner,434999
2016,15000,Petrol,Individual,Manual,First Owner,380000
2012,82000,Diesel,Individual,Manual,Second Owner,200000
2016,40000,Diesel,Individual,Manual,First Owner,495000
2014,173000,Diesel,Individual,Manual,Third Owner,894999
2014,151000,Diesel,Individual,Manual,Second Owner,600000
